Program,Material,Core_Type,Style,Finish_Texture,Glass_Info,Configuration,Size_Width_in,Size_Height_in,Handing,Jamb_Type,Jamb_Casing,Hinge_Finish,Special_Features,Bore_Status,Original_Description,Current_Stock_Item_Number,Lowe's_Pro_Stock_Item_Number
Interior Pro Express,Molded,Hollow Core,2 Panel Square,Flat,,Single Prehung,24,80,Right-Hand,Split Jamb,356,Nickel,,Bored,"24 PRO 2PSQ RB MLD-F SM RH NX PFJ 356",838429,1101829
Interior Pro Express,Molded,Hollow Core,2 Panel Square,Flat,,Single Prehung,24,80,Left-Hand,Split Jamb,356,Nickel,,Bored,"24 PRO 2PSQ RB MLD-F SM LH NK PFJ 356",838430,1101830
Interior Pro Express,Molded,Hollow Core,2 Panel Square,Flat,,Single Prehung,28,80,Right-Hand,Split Jamb,356,Nickel,,Bored,"28 PRO 2PSQ RB MLD-F SM RH NK PFJ 356",838431,1101831
Interior Pro Express,Molded,Hollow Core,2 Panel Square,Flat,,Single Prehung,28,80,Left-Hand,Split Jamb,356,Nickel,,Bored,"28 PRO 2PSQ RB MLD-F SM LH NK PFJ 356",838432,1101832
Interior Pro Express,Molded,Hollow Core,2 Panel Square,Flat,,Single Prehung,30,80,Right-Hand,Split Jamb,356,Nickel,,Bored,"30 PRO 2PSQ RB MLD-F SM RH NK PFJ 356",838433,1101833
Interior Pro Express,Molded,Hollow Core,2 Panel Square,Flat,,Single Prehung,30,80,Left-Hand,Split Jamb,356,Nickel,,Bored,"30 PRO 2PSQ RB MLD-F SM LH NK PFJ 356",838434,1101834
Interior Pro Express,Molded,Hollow Core,2 Panel Square,Flat,,Single Prehung,32,80,Right-Hand,Split Jamb,356,Nickel,,Bored,"32 PRO 2PSQ RB MLD-F SM RH NK PFJ 356",838435,1101835
Interior Pro Express,Molded,Hollow Core,2 Panel Square,Flat,,Single Prehung,32,80,Left-Hand,Split Jamb,356,Nickel,,Bored,"32 PRO 2PSQ RB MLD-F SM LH NK PFJ 356",838436,1101836
Interior Pro Express,Molded,Hollow Core,2 Panel Square,Flat,,Single Prehung,36,80,Right-Hand,Split Jamb,356,Nickel,,Bored,"36 PRO 2PSQ RB MLD-F SM RH NK PFJ 356",838437,1101837
Interior Pro Express,Molded,Hollow Core,2 Panel Square,Flat,,Single Prehung,36,80,Left-Hand,Split Jamb,356,Nickel,,Bored,"36 PRO 2PSQ RB MLD-F SM LH NK PFJ 356",838438,1101838
Interior Pro Express,Molded,Hollow Core,2 Panel Square,Flat,,Single Prehung,24,80,Right-Hand,Split Jamb,366,Nickel,,Bored,"24 PRO 2PSQ MLD-F SM RH PFJ366NK",5208948,1101993
Interior Pro Express,Molded,Hollow Core,2 Panel Square,Flat,,Single Prehung,24,80,Left-Hand,Split Jamb,366,Nickel,,Bored,"24 PRO 2PSQ MLD-F SM LH PFJ366NK",5208949,1101994
Interior Pro Express,Molded,Hollow Core,2 Panel Square,Flat,,Single Prehung,28,80,Right-Hand,Split Jamb,366,Nickel,,Bored,"28 PRO 2PSQ MLD-F SM RH PFJ366NK",5208950,1101995
Interior Pro Express,Molded,Hollow Core,2 Panel Square,Flat,,Single Prehung,28,80,Left-Hand,Split Jamb,366,Nickel,,Bored,"28 PRO 2PSQ MLD-F SM LH PFJ366NK",5208951,1101996
Interior Pro Express,Molded,Hollow Core,2 Panel Square,Flat,,Single Prehung,30,80,Right-Hand,Split Jamb,366,Nickel,,Bored,"30 PRO 2PSQ MLD-F SM RH PFJ366NK",5208952,6035978
Interior Pro Express,Molded,Hollow Core,2 Panel Square,Flat,,Single Prehung,30,80,Left-Hand,Split Jamb,366,Nickel,,Bored,"30 PRO 2PSQ MLD-F SM LH PFJ366 NK",5208953,1101998
Interior Pro Express,Molded,Hollow Core,2 Panel Square,Flat,,Single Prehung,32,80,Right-Hand,Split Jamb,366,Nickel,,Bored,"32 PRO 2PSQ MLD-F SM RH PFJ366 NK",5208954,1101999
Interior Pro Express,Molded,Hollow Core,2 Panel Square,Flat,,Single Prehung,32,80,Left-Hand,Split Jamb,366,Nickel,,Bored,"32 PRO 2PSQ MLD-F SM LH PFJ366 NK",5208955,1102000
Interior Pro Express,Molded,Hollow Core,2 Panel Square,Flat,,Single Prehung,36,80,Right-Hand,Split Jamb,366,Nickel,,Bored,"36 PRO 2PSQ MLD-F SM RH PFJ366 NK",5208956,1102001
Interior Pro Express,Molded,Hollow Core,2 Panel Square,Flat,,Single Prehung,36,80,Left-Hand,Split Jamb,366,Nickel,,Bored,"36 PRO 2PSQ MLD-F SM LH PFJ366 NK",5208957,1102002
Interior Pro Express,Molded,Hollow Core,2 Panel Square,Flat,,Bi-hinge,48,80,,Split Jamb,366,Nickel,Ball Catches,,"48 PRO 2P MLD-F PFJ BC NK 366",,5738341
Interior Pro Express,Molded,Hollow Core,2 Panel Square,Flat,,Bi-hinge,60,80,,Split Jamb,366,Nickel,Ball Catches,,"60 PRO 2P MLD-F PFJ BC NK 366",,5738342
Interior Pro Express,Molded,Hollow Core,2 Panel Square,Flat,,Bi-hinge,72,80,,Split Jamb,366,Nickel,Ball Catches,,"72 PRO 2P MLD-F PFI BC NK 366",,5738340
Interior Pro Express,Molded,Hollow Core,2 Panel Square,Flat,,Single Prehung,24,80,Right-Hand,Split Jamb,Colonial,Nickel,,Bored,"PROW 24 2PSQ MLD HC RH PFJ 453 NK",5509379,1168737
Interior Pro Express,Molded,Hollow Core,2 Panel Square,Flat,,Single Prehung,24,80,Left-Hand,Split Jamb,Colonial,Nickel,,Bored,"PROW 24 2PSQ MLD HC LH PFJ 453 NK",5509380,1168795
Interior Pro Express,Molded,Hollow Core,2 Panel Square,Flat,,Single Prehung,28,80,Right-Hand,Split Jamb,Colonial,Nickel,,Bored,"PROW 28 2PSQ MLD HC RH PFJ 453 NK",5509404,1168759
Interior Pro Express,Molded,Hollow Core,2 Panel Square,Flat,,Single Prehung,28,80,Left-Hand,Split Jamb,Colonial,Nickel,,Bored,"PROW 28 2PSQ MLD HC LH PFJ 453 NK",5509381,1170132
Interior Pro Express,Molded,Hollow Core,2 Panel Square,Flat,,Single Prehung,30,80,Right-Hand,Split Jamb,Colonial,Nickel,,Bored,"PROW 30 2PSQ MLD HC RH PFJ 453 NK",5509398,1169234
Interior Pro Express,Molded,Hollow Core,2 Panel Square,Flat,,Single Prehung,30,80,Left-Hand,Split Jamb,Colonial,Nickel,,Bored,"PROW 30 2PSQ MLD HC LH PFJ 453 NK",5509385,1169274
Interior Pro Express,Molded,Hollow Core,2 Panel Square,Flat,,Single Prehung,32,80,Right-Hand,Split Jamb,Colonial,Nickel,,Bored,"PROW 32 2PSQ MLD HC RH PFJ 453 NK",5509382,1170117
Interior Pro Express,Molded,Hollow Core,2 Panel Square,Flat,,Single Prehung,32,80,Left-Hand,Split Jamb,Colonial,Nickel,,Bored,"PROW 32 2PSQ MLD HC LH PFJ 453 NK",5509383,1168729
Interior Pro Express,Molded,Hollow Core,2 Panel Square,Flat,,Single Prehung,36,80,Right-Hand,Split Jamb,Colonial,Nickel,,Bored,"PROW 36 2PSQ MLD HC RH PFJ 453 NK",5509390,1168842
Interior Pro Express,Molded,Hollow Core,2 Panel Square,Flat,,Single Prehung,36,80,Left-Hand,Split Jamb,Colonial,Nickel,,Bored,"PROW 36 2PSQ MLD HC LH PFJ 453 NK",5509402,1168777
Interior Pro Express,Molded,Hollow Core,2 Panel Square,Flat,,Bi-hinge,48,80,,Split Jamb,Colonial,Nickel,Ball Catches,,"48 PRO 2P MLD-F PFJBC NK 453",,5738345
Interior Pro Express,Molded,Hollow Core,2 Panel Square,Flat,,Bi-hinge,60,80,,Split Jamb,Colonial,Nickel,Ball Catches,,"60 PRO 2P MLD-F PFJ BC NK 453",,5738343
Interior Pro Express,Molded,Hollow Core,2 Panel Square,Flat,,Bi-hinge,72,80,,Split Jamb,Colonial,Nickel,Ball Catches,,"72 PRO 2P MLD-F PFJ BC NK 453",,5738344
Interior Pro Express,Molded,Hollow Core,2 Panel Square,Raised,,Slab,24,80,,,,,,No,"PROW 24 2PSQ MLD SM HC SLAB",5675162,1170125
Interior Pro Express,Molded,Hollow Core,2 Panel Square,Raised,,Slab,28,80,,,,,,No,"PROW 28 2PSQ MLD SM HC SLAB",5675171,1169270
Interior Pro Express,Molded,Hollow Core,2 Panel Square,Raised,,Slab,30,80,,,,,,No,"PROW 30 2PSQ MLD SM HC SLAB",5675169,1169262
Interior Pro Express,Molded,Hollow Core,2 Panel Square,Raised,,Slab,32,80,,,,,,No,"PROW 32 2PSQ MLD SM HC SLAB",5675166,1170128
Interior Pro Express,Molded,Hollow Core,2 Panel Square,Raised,,Slab,36,80,,,,,,No,"PROW 36 2PSQ MLD SM HC SLAB",5675172,1170123
Interior Pro Express,Molded,Hollow Core,2 Panel Square,Raised,,Bi-fold,24,80,,,,,,2 Door,,"24 PRO 2PSQ RB MLD SM HC 2DR BF",5675161,1101676
Interior Pro Express,Molded,Hollow Core,2 Panel Square,Raised,,Bi-fold,30,80,,,,,,2 Door,,"30 PRO 2PSQ RB MLD SM HC 2DR BF",5675163,1101677
Interior Pro Express,Molded,Hollow Core,2 Panel Square,Raised,,Bi-fold,36,80,,,,,,2 Door,,"36 PRO 2PSQ RB MLD SM HC 2DR BF",5675167,1101678
Interior Pro Express,Molded,Hollow Core,2 Panel Square,Raised,,Single Prehung,24,80,Right-Hand,Split Jamb,356,Nickel,,Bored,"24 PRO 2PNL SQ MLD UT RH PFJ/NK 356",271130,6035840
Interior Pro Express,Molded,Hollow Core,2 Panel Square,Raised,,Single Prehung,24,80,Left-Hand,Split Jamb,356,Nickel,,Bored,"24 PRO 2PNL SQ MLD UT LH PFJ/NK 356",271132,6035842
Interior Pro Express,Molded,Hollow Core,2 Panel Square,Raised,,Single Prehung,28,80,Right-Hand,Split Jamb,356,Nickel,,Bored,"28 PRO 2PNL SQ MLD UT RH PFJ/NK 356",271134,6035845
Interior Pro Express,Molded,Hollow Core,2 Panel Square,Raised,,Single Prehung,28,80,Left-Hand,Split Jamb,356,Nickel,,Bored,"28 PRO 2PNL SQ MLD UT LH PFJ/NK 356",271136,6035848
Interior Pro Express,Molded,Hollow Core,2 Panel Square,Raised,,Single Prehung,30,80,Right-Hand,Split Jamb,356,Nickel,,Bored,"30 PRO 2PNL SQ MLD UT RH PFJ/NK 356",271138,6035850
Interior Pro Express,Molded,Hollow Core,2 Panel Square,Raised,,Single Prehung,30,80,Left-Hand,Split Jamb,356,Nickel,,Bored,"30 PRO 2PNL SQ MLD UT LH PFJ/NK 356",271140,6035852
Interior Pro Express,Molded,Hollow Core,2 Panel Square,Raised,,Single Prehung,32,80,Right-Hand,Split Jamb,356,Nickel,,Bored,"32 PRO 2PNL SQ MLD UT RH PFJ/NK 356",271142,6035855
Interior Pro Express,Molded,Hollow Core,2 Panel Square,Raised,,Single Prehung,32,80,Left-Hand,Split Jamb,356,Nickel,,Bored,"32 PRO 2PNL SQ MLD UT LH PFJ/NK 356",271143,6035858
Interior Pro Express,Molded,Hollow Core,2 Panel Square,Raised,,Single Prehung,36,80,Right-Hand,Split Jamb,356,Nickel,,Bored,"36 PRO 2PNL SQ MLD UT RH PFJ/NK 356",271145,1101817
Interior Pro Express,Molded,Hollow Core,2 Panel Square,Raised,,Single Prehung,36,80,Left-Hand,Split Jamb,356,Nickel,,Bored,"36 PRO 2PNL SQ MLD UT LH PFJ/NK 356",271147,1101818
Interior Pro Express,Molded,Hollow Core,2 Panel Square,Raised,,Bi-hinge,48,80,,Split Jamb,356,Nickel,Ball Catches,,"48 PRO 2PSQ MLD HC PFJ BC NK 356",,5738351
Interior Pro Express,Molded,Hollow Core,2 Panel Square,Raised,,Bi-hinge,60,80,,Split Jamb,356,Nickel,Ball Catches,,"60 PRO 2PSQ MLD HC PFJ BC NK 356",,5738353
Interior Pro Express,Molded,Hollow Core,2 Panel Square,Raised,,Bi-hinge,72,80,,Split Jamb,356,Nickel,Ball Catches,,"72 PRO 2PSQ MLD HC PFJ BC NK 356",,5738349
Interior Pro Express,Molded,Hollow Core,2 Panel Square,Raised,,Single Prehung,24,80,Right-Hand,Split Jamb,366,Nickel,,Bored,"PROW 24 2P SQ MLD HC RH PFJ 366 NK",5509359,1168803
Interior Pro Express,Molded,Hollow Core,2 Panel Square,Raised,,Single Prehung,24,80,Left-Hand,Split Jamb,366,Nickel,,Bored,"PROW 24 2P SQ MLD HC LH PFJ 366 NK",5509356,1169266
Interior Pro Express,Molded,Hollow Core,2 Panel Square,Raised,,Single Prehung,28,80,Right-Hand,Split Jamb,366,Nickel,,Bored,"PROW 28 2P SQ MLD HC RH PFJ 366 NK",5509366,1169403
Interior Pro Express,Molded,Hollow Core,2 Panel Square,Raised,,Single Prehung,28,80,Left-Hand,Split Jamb,366,Nickel,,Bored,"PROW 28 2P SQ MLD HC LH PFJ 366 NK",5509371,1168806
Interior Pro Express,Molded,Hollow Core,2 Panel Square,Raised,,Single Prehung,30,80,Right-Hand,Split Jamb,366,Nickel,,Bored,"PROW 30 2P SQ MLD HC RH PFJ 366 NK",5509360,1170142
Interior Pro Express,Molded,Hollow Core,2 Panel Square,Raised,,Single Prehung,30,80,Left-Hand,Split Jamb,366,Nickel,,Bored,"PROW 30 2P SQ MLD HC LH PFJ 366 NK",5509358,1169247
Interior Pro Express,Molded,Hollow Core,2 Panel Square,Raised,,Single Prehung,32,80,Right-Hand,Split Jamb,366,Nickel,,Bored,"PROW 32 2P SQ MLD HC RH PFJ 366 NK",5509367,1169404
Interior Pro Express,Molded,Hollow Core,2 Panel Square,Raised,,Single Prehung,32,80,Left-Hand,Split Jamb,366,Nickel,,Bored,"PROW 32 2P SQ MLD HC LH PFJ 366 NK",5509363,1168791
Interior Pro Express,Molded,Hollow Core,2 Panel Square,Raised,,Single Prehung,36,80,Right-Hand,Split Jamb,366,Nickel,,Bored,"PROW 36 2P SO MLD HC RH PFJ 366 NK",5509375,1168732
Interior Pro Express,Molded,Hollow Core,2 Panel Square,Raised,,Single Prehung,36,80,Left-Hand,Split Jamb,366,Nickel,,Bored,"PROW 36 2P SQ MLD HC LH PFJ 366 NK",5509368,1170127
Interior Pro Express,Molded,Hollow Core,2 Panel Square,Raised,,Bi-hinge,48,80,,Split Jamb,366,Nickel,Ball Catches,,"48 PRO 2PSQ MLD HC PFJ BC NK 366",,5738348
Interior Pro Express,Molded,Hollow Core,2 Panel Square,Raised,,Bi-hinge,60,80,,Split Jamb,366,Nickel,Ball Catches,,"60 PRO 2PSQ MLD HC PFJ BC NK 366",,5738347
Interior Pro Express,Molded,Hollow Core,2 Panel Square,Raised,,Bi-hinge,72,80,,Split Jamb,366,Nickel,Ball Catches,,"72 PRO 2PSQ MLD HC PFJ BC NK 366",,5738346
Interior Pro Express,Molded,Hollow Core,2 Panel Round Top,Plank,,Slab,24,80,,,,,,No,"24 PRO 2P RD SM PLNK 1-3/8 SLAB",5675158,1101943
Interior Pro Express,Molded,Hollow Core,2 Panel Round Top,Plank,,Slab,28,80,,,,,,No,"28 PRO 2P RD SM PLNK 1-3/8 SLAB",5675164,1101944
Interior Pro Express,Molded,Hollow Core,2 Panel Round Top,Plank,,Slab,30,80,,,,,,No,"30 PRO 2P RD SM PLNK 1-3/8 SLAB",5675160,1101945
Interior Pro Express,Molded,Hollow Core,2 Panel Round Top,Plank,,Slab,32,80,,,,,,No,"32 PRO 2P RD SM PLNK 1-3/8 SLAB",5675165,1101946
Interior Pro Express,Molded,Hollow Core,2 Panel Round Top,Plank,,Slab,36,80,,,,,,No,"36 PRO 2P RD SM PLNK 1-3/8 SLAB",5675159,1101947
Interior Pro Express,Molded,Hollow Core,2 Panel Round Top,Plank,,Bi-fold,24,80,,,,,,2 Door,,"24 PRO 2P RD PLNK SM HC BIFLD 2DR",5675156,1101673
Interior Pro Express,Molded,Hollow Core,2 Panel Round Top,Plank,,Bi-fold,30,80,,,,,,2 Door,,"30 PRO 2P RD PLNK SM HC BIFLD 2DR",5675153,1101674
Interior Pro Express,Molded,Hollow Core,2 Panel Round Top,Plank,,Bi-fold,36,80,,,,,,2 Door,,"36 PRO 2P RD PLNK SM HC BIFLD 2DR",5675157,1101675
Interior Pro Express,Molded,Hollow Core,2 Panel Round Top,Plank,,Single Prehung,24,80,Right-Hand,Flat Jamb,No Casing,Nickel,,Bored,"24 PRO 2PNL RD PLNK RH NO CSNGNK",5675124,6035807
Interior Pro Express,Molded,Hollow Core,2 Panel Round Top,Plank,,Single Prehung,24,80,Left-Hand,Flat Jamb,No Casing,Nickel,,Bored,"24 PRO 2PNL RD PLNK LH NO CSNGNK",5675127,6035809
Interior Pro Express,Molded,Hollow Core,2 Panel Round Top,Plank,,Single Prehung,28,80,Right-Hand,Flat Jamb,No Casing,Nickel,,Bored,"28 PRO 2PNL RD PLNK RH NO CSNGNK",5675131,6035811
Interior Pro Express,Molded,Hollow Core,2 Panel Round Top,Plank,,Single Prehung,28,80,Left-Hand,Flat Jamb,No Casing,Nickel,,Bored,"28 PRO 2PNL RD PLNK LH NO CSNGNK",5675130,6035813
Interior Pro Express,Molded,Hollow Core,2 Panel Round Top,Plank,,Single Prehung,30,80,Right-Hand,Flat Jamb,No Casing,Nickel,,Bored,"30 PRO 2PNL RD PLNK RH NO CSNGNK",5675134,6035815
Interior Pro Express,Molded,Hollow Core,2 Panel Round Top,Plank,,Single Prehung,30,80,Left-Hand,Flat Jamb,No Casing,Nickel,,Bored,"30 PRO 2PNL RD PLNK LH NO CSNGNK",5675135,6035817
Interior Pro Express,Molded,Hollow Core,2 Panel Round Top,Plank,,Single Prehung,32,80,Right-Hand,Flat Jamb,No Casing,Nickel,,Bored,"32 PRO 2PNL RD PLNK RH NO CSNGNK",5675136,6035819
Interior Pro Express,Molded,Hollow Core,2 Panel Round Top,Plank,,Single Prehung,32,80,Left-Hand,Flat Jamb,No Casing,Nickel,,Bored,"32 PRO 2PNL RD PLNK LH NO CSNGNK",5675132,6035821
Interior Pro Express,Molded,Hollow Core,2 Panel Round Top,Plank,,Single Prehung,36,80,Right-Hand,Flat Jamb,No Casing,Nickel,,Bored,"36 PRO 2PNL RD PLNK RH NO CSNGNK",5675129,6035823
Interior Pro Express,Molded,Hollow Core,2 Panel Round Top,Plank,,Single Prehung,36,80,Left-Hand,Flat Jamb,No Casing,Nickel,,Bored,"36 PRO 2PNL RD PLNK LH NO CSNGNK",5675137,1101774
Interior Pro Express,Molded,Hollow Core,2 Panel Round Top,Plank,,Bi-hinge,48,80,,Flat Jamb,No Casing,Nickel,Ball Catches,,"48 PRO 2PRTPLK MLD PFJ BC NK NCSG",,5738356
Interior Pro Express,Molded,Hollow Core,2 Panel Round Top,Plank,,Bi-hinge,60,80,,Flat Jamb,No Casing,Nickel,Ball Catches,,"60 PRO 2PRTPLK MLD PFJ BC NK NCSG",,5738354
Interior Pro Express,Molded,Hollow Core,2 Panel Round Top,Plank,,Bi-hinge,72,80,,Flat Jamb,No Casing,Nickel,Ball Catches,,"72 PRO 2PRTPLK MLD PFJ BC NK NCSG",,5738357
Interior Pro Express,Molded,Hollow Core,2 Panel Round Top,Plank,,Single Prehung,24,80,Right-Hand,Split Jamb,356,Nickel,,Bored,"24 PRO 2P RD SM PLK RH PFJ/NK 356",244850,6035825
Interior Pro Express,Molded,Hollow Core,2 Panel Round Top,Plank,,Single Prehung,24,80,Left-Hand,Split Jamb,356,Nickel,,Bored,"24 PRO 2P RD SM PLK LH PFJ/NK 356",244852,1101800
Interior Pro Express,Molded,Hollow Core,2 Panel Round Top,Plank,,Single Prehung,28,80,Right-Hand,Split Jamb,356,Nickel,,Bored,"28 PRO 2P RD SM PLK RH PFJ/NK 356",244854,6035827
Interior Pro Express,Molded,Hollow Core,2 Panel Round Top,Plank,,Single Prehung,28,80,Left-Hand,Split Jamb,356,Nickel,,Bored,"28 PRO 2P RD SM PLK LH PFJ/NK 356",244856,6035830
Interior Pro Express,Molded,Hollow Core,2 Panel Round Top,Plank,,Single Prehung,30,80,Right-Hand,Split Jamb,356,Nickel,,Bored,"30 PRO 2P RD SM PLK RH PFJ/NK 356",244857,1101803
Interior Pro Express,Molded,Hollow Core,2 Panel Round Top,Plank,,Single Prehung,30,80,Left-Hand,Split Jamb,356,Nickel,,Bored,"30 PRO 2P RD SM PLK LH PFJ/NK 356",244858,1101804
Interior Pro Express,Molded,Hollow Core,2 Panel Round Top,Plank,,Single Prehung,32,80,Right-Hand,Split Jamb,356,Nickel,,Bored,"32 PRO 2P RD SM PLK RH PFJ/NK 356",244859,6035833
Interior Pro Express,Molded,Hollow Core,2 Panel Round Top,Plank,,Single Prehung,32,80,Left-Hand,Split Jamb,356,Nickel,,Bored,"32 PRO 2P RD SM PLK LH PFJ/NK 356",244860,6035835
Interior Pro Express,Molded,Hollow Core,2 Panel Round Top,Plank,,Single Prehung,36,80,Right-Hand,Split Jamb,356,Nickel,,Bored,"36 PRO 2P RD SM PLK RH PFJ/NK 356",244861,6035837
Interior Pro Express,Molded,Hollow Core,2 Panel Round Top,Plank,,Single Prehung,36,80,Left-Hand,Split Jamb,356,Nickel,,Bored,"36 PRO 2P RD SM PLK LH PFJ/NK 356",244862,1101808
Interior Pro Express,Molded,Hollow Core,2 Panel Round Top,Plank,,Bi-hinge,48,80,,Split Jamb,356,Nickel,Ball Catches,,"48 PRO 2PRTPLK MLD PFJ BC NK 356",,5738352
Interior Pro Express,Molded,Hollow Core,2 Panel Round Top,Plank,,Bi-hinge,60,80,,Split Jamb,356,Nickel,Ball Catches,,"60 PRO 2PRTPLK MLD PFJ BC NK 356",,5738355
Interior Pro Express,Molded,Hollow Core,2 Panel Round Top,Plank,,Bi-hinge,72,80,,Split Jamb,356,Nickel,Ball Catches,,"72 PRO 2PRTPLK MLD PFJ BC NK 356",,5738350
Interior Pro Express,Molded,Hollow Core,3 Panel Craftsman,Flat,,Slab,24,80,,,,,,No,"24 PRO INT 3PNL CRAFTSMAN SLAB",5675182,1101960
Interior Pro Express,Molded,Hollow Core,3 Panel Craftsman,Flat,,Slab,28,80,,,,,,No,"28 PRO INT 3PNL CRAFTSMAN SLAB",5675185,1101961
Interior Pro Express,Molded,Hollow Core,3 Panel Craftsman,Flat,,Slab,30,80,,,,,,No,"30 PRO INT 3PNL CRAFTSMAN SLAB",5675186,1101962
Interior Pro Express,Molded,Hollow Core,3 Panel Craftsman,Flat,,Slab,32,80,,,,,,No,"32 PRO INT 3PNL CRAFTSMAN SLAB",5675180,1101963
Interior Pro Express,Molded,Hollow Core,3 Panel Craftsman,Flat,,Slab,36,80,,,,,,No,"36 PRO INT 3PNL CRAFTSMAN SLAB",5675183,1101964
Interior Pro Express,Molded,Hollow Core,3 Panel Craftsman,Flat,,Bi-fold,24,80,,,,,,2 Door,,"24 PRO 3PNL CRAFTSMAN SM BIFOLD",386662,1101682
Interior Pro Express,Molded,Hollow Core,3 Panel Craftsman,Flat,,Bi-fold,30,80,,,,,,2 Door,,"30 PRO 3PNL CRAFTSMAN SM BIFOLD",386664,1101683
Interior Pro Express,Molded,Hollow Core,3 Panel Craftsman,Flat,,Bi-fold,36,80,,,,,,2 Door,,"36 PRO 3PNL CRAFTSMAN SM BIFOLD",386666,1101684
Interior Pro Express,Molded,Hollow Core,3 Panel Craftsman,Flat,,Single Prehung,24,80,Right-Hand,Flat Jamb,No Casing,Nickel,,Bored,"24 PRO 3PNL CRFT SM UT RH FLTNK",5675173,6035912
Interior Pro Express,Molded,Hollow Core,3 Panel Craftsman,Flat,,Single Prehung,24,80,Left-Hand,Flat Jamb,No Casing,Nickel,,Bored,"24 PRO 3PNL CRFT SM UT LH FLTNK",5675176,1101919
Interior Pro Express,Molded,Hollow Core,3 Panel Craftsman,Flat,,Single Prehung,28,80,Right-Hand,Flat Jamb,No Casing,Nickel,,Bored,"28 PRO 3PNL CRFT SM UT RH FLTNK",5675168,6035914
Interior Pro Express,Molded,Hollow Core,3 Panel Craftsman,Flat,,Single Prehung,28,80,Left-Hand,Flat Jamb,No Casing,Nickel,,Bored,"28 PRO 3PNL CRFT SM UT LH FLTNK",5675170,6035916
Interior Pro Express,Molded,Hollow Core,3 Panel Craftsman,Flat,,Single Prehung,30,80,Right-Hand,Flat Jamb,No Casing,Nickel,,Bored,"30 PRO 3PNL CRFT SM UT RH FLTNK",5675178,6035918
Interior Pro Express,Molded,Hollow Core,3 Panel Craftsman,Flat,,Single Prehung,30,80,Left-Hand,Flat Jamb,No Casing,Nickel,,Bored,"30 PRO 3PNL CRFT SM UT LH FLTNK",5675177,1101923
Interior Pro Express,Molded,Hollow Core,3 Panel Craftsman,Flat,,Single Prehung,32,80,Right-Hand,Flat Jamb,No Casing,Nickel,,Bored,"32 PRO 3PNL CRFT SM UT RH FLTNK",5675175,6035920
Interior Pro Express,Molded,Hollow Core,3 Panel Craftsman,Flat,,Single Prehung,32,80,Left-Hand,Flat Jamb,No Casing,Nickel,,Bored,"32 PRO 3PNL CRFT SM UT LH FLTNK",5675174,1101925
Interior Pro Express,Molded,Hollow Core,3 Panel Craftsman,Flat,,Single Prehung,36,80,Right-Hand,Flat Jamb,No Casing,Nickel,,Bored,"36 PRO 3PNL CRFT SM UT RH FLTNK",5675184,6035922
Interior Pro Express,Molded,Hollow Core,3 Panel Craftsman,Flat,,Single Prehung,36,80,Left-Hand,Flat Jamb,No Casing,Nickel,,Bored,"36 PRO 3PNL CRFT SM UT LH FLTNK",5675179,6035924
Interior Pro Express,Molded,Hollow Core,3 Panel Craftsman,Flat,,Bi-hinge,48,80,,Flat Jamb,No Casing,Nickel,Ball Catches,,"48 PRO 3P CRAFT PFJ BC NK NCSG",,5738331
Interior Pro Express,Molded,Hollow Core,3 Panel Craftsman,Flat,,Bi-hinge,60,80,,Flat Jamb,No Casing,Nickel,Ball Catches,,"60 PRO 3P CRAFT PFJ BC NK NCSG",,5738328
Interior Pro Express,Molded,Hollow Core,3 Panel Craftsman,Flat,,Bi-hinge,72,80,,Flat Jamb,No Casing,Nickel,Ball Catches,,"72 PRO 3P CRAFT PFJ BC NK NCSG",,5738329
Interior Pro Express,Molded,Hollow Core,3 Panel Craftsman,Flat,,Single Prehung,24,80,Right-Hand,Split Jamb,366,Nickel,,Bored,"24 PRO 3P CRFT SM UT RH PFJ366NK",5208938,1101983
Interior Pro Express,Molded,Hollow Core,3 Panel Craftsman,Flat,,Single Prehung,24,80,Left-Hand,Split Jamb,366,Nickel,,Bored,"24 PRO 3P CRFT SM UT LH PFJ366NK",5208939,1101984
Interior Pro Express,Molded,Hollow Core,3 Panel Craftsman,Flat,,Single Prehung,28,80,Right-Hand,Split Jamb,366,Nickel,,Bored,"28 PRO 3P CRFT SM UT RH PFJ366NK",5208940,1101985
Interior Pro Express,Molded,Hollow Core,3 Panel Craftsman,Flat,,Single Prehung,28,80,Left-Hand,Split Jamb,366,Nickel,,Bored,"28 PRO 3P CRFT SM UT LH PFJ366NK",5208941,1101986
Interior Pro Express,Molded,Hollow Core,3 Panel Craftsman,Flat,,Single Prehung,30,80,Right-Hand,Split Jamb,366,Nickel,,Bored,"30 PRO 3P CRFT SM UT RH PFJ366NK",5208942,1101987
Interior Pro Express,Molded,Hollow Core,3 Panel Craftsman,Flat,,Single Prehung,30,80,Left-Hand,Split Jamb,366,Nickel,,Bored,"30 PRO 3P CRFT SM UT LH PFJ366NK",5208943,1101988
Interior Pro Express,Molded,Hollow Core,3 Panel Craftsman,Flat,,Single Prehung,32,80,Right-Hand,Split Jamb,366,Nickel,,Bored,"32 PRO 3P CRFT SM UT RH PFJ366NK",5208944,6035975
Interior Pro Express,Molded,Hollow Core,3 Panel Craftsman,Flat,,Single Prehung,32,80,Left-Hand,Split Jamb,366,Nickel,,Bored,"32 PRO 3P CRFT SM UT LH PF1366NK",5208945,1101990
